1,14,14,13,13,1,16,9,12,27,7,28,23,11,26
0,15,15,12,13,0,19,17,2,7,8,29,17,6,0
0,15,15,13,13,0,19,17,12,7,8,29,23,11,26
1,15,15,14,14,0,3,17,9,7,8,29,27,7,28
0,16,16,13,13,1,41,15,12,30,31,32,23,11,26
0,16,16,14,14,1,25,15,9,30,31,32,27,7,28
1,16,16,15,15,0,22,15,17,30,31,32,7,8,29
0,17,17,14,14,0,37,1,9,33,0,0,27,7,28
0,17,17,15,15,1,34,1,17,33,0,0,7,8,29
1,17,17,16,16,0,12,1,15,33,0,0,30,31,32
0,18,18,15,15,0,43,2,17,34,6,0,7,8,29
0,18,18,16,16,1,21,2,15,34,6,0,30,31,32
1,18,18,17,17,0,9,2,1,34,6,0,33,0,0
0,19,19,16,16,0,32,15,15,7,28,35,30,31,32
0,19,19,17,17,1,20,15,1,7,28,35,33,0,0
1,19,19,18,18,0,11,15,2,7,28,35,34,6,0
0,20,20,17,17,0,25,2,1,36,6,0,33,0,0
0,20,20,18,18,1,16,2,2,36,6,0,34,6,0
1,20,20,19,19,0,5,2,15,36,6,0,7,28,35
0,21,21,18,18,1,22,4,2,37,38,39,34,6,0
1,21,21,19,19,0,11,4,15,37,38,39,7,28,35
0,21,21,20,20,1,6,4,2,37,38,39,36,6,0
0,22,21,19,19,0,11,4,15,40,41,42,7,28,35
0,22,21,20,20,1,6,4,2,40,41,42,36,6,0
1,22,21,21,21,1,0,4,4,40,41,42,37,38,39
0,23,22,20,20,1,14,4,2,43,44,34,36,6,0
0,23,22,21,21,1,8,4,4,43,44,34,37,38,39
1,23,22,22,21,1,8,4,4,43,44,34,40,41,42
0,24,23,21,21,1,14,8,4,7,45,46,37,38,39
0,24,23,22,21,1,14,8,4,7,45,46,40,41,42
1,24,23,23,22,1,6,8,4,7,45,46,43,44,34
0,25,24,22,21,0,16,1,4,47,0,0,40,41,42
1,25,24,23,22,0,8,1,4,47,0,0,43,44,34
0,25,24,24,23,0,2,1,8,47,0,0,7,45,46
0,26,25,23,22,0,18,20,4,48,10,11,43,44,34
0,26,25,24,23,0,12,20,8,48,10,11,7,45,46
0,26,25,25,24,1,10,20,1,48,10,11,47,0,0
0,27,26,24,23,0,22,6,8,37,49,11,7,45,46
0,27,26,25,24,1,20,6,1,37,49,11,47,0,0
1,27,26,26,25,1,10,6,20,37,49,11,48,10,11
0,28,26,25,24,1,20,15,1,40,50,30,47,0,0
0,28,26,26,25,1,10,15,20,40,50,30,48,10,11
1,28,26,27,26,1,0,15,6,40,50,30,37,49,11
0,29,26,26,25,1,10,9,20,40,50,30,48,10,11
0,29,26,27,26,1,0,9,6,40,50,30,37,49,11
1,29,26,28,26,1,0,9,15,40,50,30,40,50,30
0,30,27,27,26,0,2,7,6,10,11,45,37,49,11
0,30,27,28,26,0,2,7,15,10,11,45,40,50,30
0,30,27,29,26,0,2,7,9,10,11,45,40,50,30
0,31,28,28,26,1,11,7,15,7,51,7,40,50,30
0,31,28,29,26,1,11,7,9,7,51,7,40,50,30
1,31,28,30,27,0,9,7,7,7,51,7,10,11,45
0,32,29,29,26,0,15,4,9,52,15,53,40,50,30
0,32,29,30,27,1,13,4,7,52,15,53,10,11,45
1,32,29,31,28,0,4,4,7,52,15,53,7,51,7
0,33,30,30,27,1,15,2,7,54,55,0,10,11,45
0,33,30,31,28,0,6,2,7,54,55,0,7,51,7
1,33,30,32,29,1,2,2,4,54,55,0,52,15,53
0,34,31,31,28,1,8,17,7,7,45,56,7,51,7
1,34,31,32,29,0,4,17,4,7,45,56,52,15,53
0,34,31,33,30,0,2,17,2,7,45,56,54,55,0
0,35,32,32,29,1,13,3,4,7,57,6,52,15,53
0,35,32,33,30,1,11,3,2,7,57,6,54,55,0
1,35,32,34,31,0,9,3,17,7,57,6,7,45,56
0,36,33,33,30,1,23,10,2,58,59,60,54,55,0
0,36,33,34,31,0,21,10,17,58,59,60,7,45,56
1,36,33,35,32,1,12,10,3,58,59,60,7,57,6
0,37,34,34,31,0,24,2,17,13,6,0,7,45,56
0,37,34,35,32,1,15,2,3,13,6,0,7,57,6
1,37,34,36,33,1,3,2,10,13,6,0,58,59,60
0,38,35,35,32,0,19,7,3,7,61,11,7,57,6
0,38,35,36,33,0,7,7,10,7,61,11,58,59,60
1,38,35,37,34,0,4,7,2,7,61,11,13,6,0
0,39,37,36,33,0,16,9,10,7,62,39,58,59,60
0,39,37,37,34,0,13,9,2,7,62,39,13,6,0
1,39,37,38,35,1,9,9,7,7,62,39,7,61,11
0,40,38,37,34,0,22,3,2,63,64,65,13,6,0
0,40,38,38,35,1,18,3,7,63,64,65,7,61,11
1,40,38,39,37,1,9,3,9,63,64,65,7,62,39
0,41,39,38,35,0,23,2,7,66,6,0,7,61,11
0,41,39,39,37,0,14,2,9,66,6,0,7,62,39
1,41,39,40,38,0,5,2,3,66,6,0,63,64,65
0,42,40,39,37,0,16,2,9,67,6,0,7,62,39
1,42,40,40,38,0,7,2,3,67,6,0,63,64,65
0,42,40,41,39,1,2,2,2,67,6,0,66,6,0
0,43,41,40,38,0,66,23,3,7,26,68,63,64,65
0,43,41,41,39,1,61,23,2,7,26,68,66,6,0
1,43,41,42,40,1,59,23,2,7,26,68,67,6,0
0,44,42,41,39,0,79,21,2,7,28,69,66,6,0
0,44,42,42,40,0,77,21,2,7,28,69,67,6,0
1,44,42,43,41,0,18,21,23,7,28,69,7,26,68
0,45,43,42,40,1,83,2,2,67,70,0,67,6,0
0,45,43,43,41,1,24,2,23,67,70,0,7,26,68
1,45,43,44,42,0,6,2,21,67,70,0,7,28,69
0,46,44,43,41,0,27,1,23,71,0,0,7,26,68
0,46,44,44,42,1,9,1,21,71,0,0,7,28,69
1,46,44,45,43,0,3,1,2,71,0,0,67,70,0
1,47,45,44,42,0,14,9,21,72,73,74,7,28,69
0,47,45,45,43,1,8,9,2,72,73,74,67,70,0
0,47,45,46,44,0,5,9,1,72,73,74,71,0,0
0,48,46,45,43,1,12,2,2,75,6,0,67,70,0
1,48,46,46,44,0,9,2,1,75,6,0,71,0,0
0,48,46,47,45,1,4,2,9,75,6,0,72,73,74
0,49,47,46,44,1,17,13,1,7,76,40,71,0,0
1,49,47,47,45,0,12,13,9,7,76,40,72,73,74
0,49,47,48,46,0,8,13,2,7,76,40,75,6,0
0,50,48,47,45,0,15,5,9,13,77,78,72,73,74
0,50,48,48,46,0,11,5,2,13,77,78,75,6,0
1,50,48,49,47,1,3,5,13,13,77,78,7,76,40
0,51,49,48,46,1,19,2,2,79,70,0,75,6,0
0,51,49,49,47,0,11,2,13,79,70,0,7,76,40
1,51,49,50,48,0,8,2,5,79,70,0,13,77,78
0,52,50,49,47,1,49,1,13,43,0,0,7,76,40
0,52,50,50,48,1,46,1,5,43,0,0,13,77,78
1,52,50,51,49,0,38,1,2,43,0,0,79,70,0
0,53,50,50,48,1,46,2,5,80,48,0,13,77,78
1,53,50,51,49,0,38,2,2,80,48,0,79,70,0
0,53,50,52,50,1,0,2,1,80,48,0,43,0,0
0,54,51,51,49,0,47,26,2,7,81,46,79,70,0
0,54,51,52,50,1,9,26,1,7,81,46,43,0,0
1,54,51,53,50,1,9,26,2,7,81,46,80,48,0
0,55,52,52,50,0,10,2,1,14,82,0,43,0,0
1,55,52,53,50,0,10,2,2,14,82,0,80,48,0
0,55,52,54,51,0,1,2,26,14,82,0,7,81,46
0,56,53,53,50,0,19,3,2,83,84,82,80,48,0
1,56,53,54,51,0,10,3,26,83,84,82,7,81,46
0,56,53,55,52,1,9,3,2,83,84,82,14,82,0
0,57,54,54,51,1,28,21,26,85,86,83,7,81,46
0,57,54,55,52,0,27,21,2,85,86,83,14,82,0
1,57,54,56,53,0,18,21,3,85,86,83,83,84,82
0,58,55,55,52,1,41,6,2,87,44,88,14,82,0
0,58,55,56,53,1,32,6,3,87,44,88,83,84,82
1,58,55,57,54,0,14,6,21,87,44,88,85,86,83
0,59,56,56,53,0,607,11,3,67,89,2,83,84,82
0,59,56,57,54,1,589,11,21,67,89,2,85,86,83
1,59,56,58,55,0,575,11,6,67,89,2,87,44,88
0,60,57,57,54,0,604,3,21,75,6,6,85,86,83
0,60,57,58,55,1,590,3,6,75,6,6,87,44,88
1,60,57,59,56,0,15,3,11,75,6,6,67,89,2
0,61,58,58,55,0,1294,7,6,90,11,91,87,44,88
0,61,58,59,56,1,719,7,11,90,11,91,67,89,2
1,61,58,60,57,0,704,7,3,90,11,91,75,6,6
0,62,59,59,56,0,728,7,11,37,10,11,67,89,2
0,62,59,60,57,1,713,7,3,37,10,11,75,6,6
1,62,59,61,58,0,9,7,7,37,10,11,90,11,91
0,63,60,60,57,0,714,14,3,10,11,45,75,6,6
0,63,60,61,58,1,10,14,7,10,11,45,90,11,91
1,63,60,62,59,0,1,14,7,10,11,45,37,10,11
0,64,61,61,58,1,12,2,7,82,82,0,90,11,91
0,64,61,62,59,0,3,2,7,82,82,0,37,10,11
1,64,61,63,60,1,2,2,14,82,82,0,10,11,45
0,65,62,62,59,1,6,2,7,92,70,0,37,10,11
1,65,62,63,60,0,5,2,14,92,70,0,10,11,45
0,65,62,64,61,0,3,2,2,92,70,0,82,82,0
0,66,63,63,60,1,9,1,14,93,0,0,10,11,45
0,66,63,64,61,1,7,1,2,93,0,0,82,82,0
1,66,63,65,62,0,4,1,2,93,0,0,92,70,0
0,67,64,64,61,0,12,2,2,36,70,0,82,82,0
0,67,64,65,62,1,9,2,2,36,70,0,92,70,0
1,67,64,66,63,0,5,2,1,36,70,0,93,0,0
1,1,1,0,0,0,357,3,9,94,95,70,38,46,96
0,2,2,0,0,0,392,8,9,97,38,98,38,46,96
1,2,2,1,1,1,35,8,3,97,38,98,94,95,70
0,3,3,0,0,0,405,7,9,99,38,98,38,46,96
0,3,3,1,1,1,48,7,3,99,38,98,94,95,70
1,3,3,2,2,1,13,7,8,99,38,98,97,38,98
0,4,4,1,1,0,127,10,3,7,10,46,94,95,70
0,4,4,2,2,0,92,10,8,7,10,46,97,38,98
1,4,4,3,3,0,79,10,7,7,10,46,99,38,98
1,5,5,2,2,0,125,10,8,100,11,10,97,38,98
0,5,5,3,3,0,112,10,7,100,11,10,99,38,98
0,5,5,4,4,1,33,10,10,100,11,10,7,10,46
0,6,6,3,3,1,191,16,7,101,102,39,99,38,98
0,6,6,4,4,0,112,16,10,101,102,39,7,10,46
1,6,6,5,5,0,79,16,10,101,102,39,100,11,10
0,7,7,4,4,0,137,7,10,99,38,40,7,10,46
0,7,7,5,5,0,104,7,10,99,38,40,100,11,10
1,7,7,6,6,1,25,7,16,99,38,40,101,102,39
0,8,8,5,5,1,108,8,10,100,11,103,100,11,10
0,8,8,6,6,0,29,8,16,100,11,103,101,102,39
1,8,8,7,7,0,4,8,7,100,11,103,99,38,40
0,9,9,6,6,1,42,1,16,17,0,0,101,102,39
0,9,9,7,7,1,17,1,7,17,0,0,99,38,40
1,9,9,8,8,0,13,1,8,17,0,0,100,11,103
0,10,10,7,7,0,21,8,7,13,11,103,99,38,40
1,10,10,8,8,1,17,8,8,13,11,103,100,11,103
0,10,10,9,9,0,4,8,1,13,11,103,17,0,0
0,11,11,8,8,0,25,6,8,11,103,104,100,11,103
0,11,11,9,9,1,12,6,1,11,103,104,17,0,0
1,11,11,10,10,0,8,6,8,11,103,104,13,11,103
0,12,12,9,9,1,28,7,1,13,40,105,17,0,0
0,12,12,10,10,0,24,7,8,13,40,105,13,11,103
1,12,12,11,11,1,16,7,6,13,40,105,11,103,104
0,13,13,10,10,1,27,9,8,13,81,46,13,11,103
0,13,13,11,11,0,19,9,6,13,81,46,11,103,104
1,13,13,12,12,0,3,9,7,13,81,46,13,40,105
0,14,14,11,11,1,21,7,6,106,38,94,11,103,104
1,14,14,12,12,1,5,7,7,106,38,94,13,40,105
0,14,14,13,13,0,2,7,9,106,38,94,13,81,46
0,15,15,12,12,1,10,1,7,17,0,0,13,40,105
1,15,15,13,13,0,7,1,9,17,0,0,13,81,46
0,15,15,14,14,1,5,1,7,17,0,0,106,38,94
0,16,16,13,13,1,31,16,9,100,7,107,13,81,46
0,16,16,14,14,0,29,16,7,100,7,107,106,38,94
1,16,16,15,15,0,24,16,1,100,7,107,17,0,0
0,17,17,14,14,1,38,7,7,108,15,30,106,38,94
0,17,17,15,15,1,33,7,1,108,15,30,17,0,0
1,17,17,16,16,0,9,7,16,108,15,30,100,7,107
0,18,18,15,15,1,66,9,1,60,103,109,17,0,0
0,18,18,16,16,0,42,9,16,60,103,109,100,7,107
1,18,18,17,17,1,33,9,7,60,103,109,108,15,30
1,19,19,16,16,1,42,15,16,13,1,7,100,7,107
0,19,19,17,17,0,33,15,7,13,1,7,108,15,30
0,19,19,18,18,0,0,15,9,13,1,7,60,103,109
0,20,20,17,17,1,48,1,7,23,0,0,108,15,30
0,20,20,18,18,1,15,1,9,23,0,0,60,103,109
1,20,20,19,19,0,15,1,15,23,0,0,13,1,7
1,21,21,18,18,0,19,12,9,110,103,15,60,103,109
0,21,21,19,19,1,19,12,15,110,103,15,13,1,7
0,21,21,20,20,0,4,12,1,110,103,15,23,0,0
0,22,22,19,19,0,24,2,15,17,70,0,13,1,7
0,22,22,20,20,1,9,2,1,17,70,0,23,0,0
1,22,22,21,21,0,5,2,12,17,70,0,110,103,15
0,23,23,20,20,1,35,12,1,30,31,111,23,0,0
0,23,23,21,21,0,31,12,12,30,31,111,110,103,15
1,23,23,22,22,1,26,12,2,30,31,111,17,70,0
0,24,23,21,21,0,31,1,12,112,0,0,110,103,15
0,24,23,22,22,1,26,1,2,112,0,0,17,70,0
1,24,23,23,23,1,0,1,12,112,0,0,30,31,111
0,25,24,22,22,0,43,3,2,113,114,115,17,70,0
0,25,24,23,23,0,17,3,12,113,114,115,30,31,111
1,25,24,24,23,0,17,3,1,113,114,115,112,0,0
0,26,25,23,23,0,21,1,12,116,0,0,30,31,111
0,26,25,24,23,0,21,1,1,116,0,0,112,0,0
1,26,25,25,24,1,4,1,3,116,0,0,113,114,115
0,27,26,24,23,1,46,1,1,117,0,0,112,0,0
1,27,26,25,24,0,29,1,3,117,0,0,113,114,115
0,27,26,26,25,0,25,1,1,117,0,0,116,0,0
0,28,27,25,24,1,46,7,3,10,11,118,113,114,115
0,28,27,26,25,1,42,7,1,10,11,118,116,0,0
1,28,27,27,26,0,17,7,1,10,11,118,117,0,0
0,29,28,26,25,1,61,13,1,119,7,120,116,0,0
0,29,28,27,26,0,36,13,1,119,7,120,117,0,0
1,29,28,28,27,1,19,13,7,119,7,120,10,11,118
0,30,29,27,26,1,61,18,1,7,118,98,117,0,0
1,30,29,28,27,0,44,18,7,7,118,98,10,11,118
0,30,29,29,28,0,25,18,13,7,118,98,119,7,120
0,31,30,28,27,1,73,14,7,30,107,121,10,11,118
0,31,30,29,28,1,54,14,13,30,107,121,119,7,120
1,31,30,30,29,0,29,14,18,30,107,121,7,118,98
0,32,31,29,28,0,68,8,13,11,103,122,119,7,120
0,32,31,30,29,1,43,8,18,11,103,122,7,118,98
0,32,31,31,30,0,14,8,14,11,103,122,30,107,121
0,33,32,30,29,1,58,9,18,13,7,10,7,118,98
0,33,32,31,30,0,29,9,14,13,7,10,30,107,121
1,33,32,32,31,1,15,9,8,13,7,10,11,103,122
0,34,33,31,30,1,39,4,14,108,15,123,30,107,121
0,34,33,32,31,0,25,4,8,108,15,123,11,103,122
1,34,33,33,32,0,10,4,9,108,15,123,13,7,10
0,35,34,32,31,0,30,3,8,7,124,15,11,103,122
0,35,34,33,32,0,15,3,9,7,124,15,13,7,10
1,35,34,34,33,1,5,3,4,7,124,15,108,15,123
0,36,35,33,32,1,16,9,9,7,125,126,13,7,10
0,36,35,34,33,0,6,9,4,7,125,126,108,15,123
1,36,35,35,34,0,1,9,3,7,125,126,7,124,15
0,37,35,34,33,0,6,1,4,127,0,0,108,15,123
0,37,35,35,34,0,1,1,3,127,0,0,7,124,15
1,37,35,36,35,1,0,1,9,127,0,0,7,125,126
0,38,36,35,34,1,16,1,3,128,0,0,7,124,15
0,38,36,36,35,0,15,1,9,128,0,0,7,125,126
1,38,36,37,35,0,15,1,1,128,0,0,127,0,0
0,39,37,36,35,1,18,12,9,7,8,129,7,125,126
0,39,37,37,35,1,18,12,1,7,8,129,127,0,0
1,39,37,38,36,0,3,12,1,7,8,129,128,0,0
0,40,38,37,35,0,32,12,1,96,38,130,127,0,0
0,40,38,38,36,1,17,12,1,96,38,130,128,0,0
1,40,38,39,37,0,14,12,12,96,38,130,7,8,129
0,41,39,38,36,0,24,4,1,94,131,132,128,0,0
0,41,39,39,37,1,21,4,12,94,131,132,7,8,129
1,41,39,40,38,0,7,4,12,94,131,132,96,38,130
0,42,40,39,37,0,31,4,12,7,133,134,7,8,129
1,42,40,40,38,1,17,4,12,7,133,134,96,38,130
0,42,40,41,39,0,10,4,4,7,133,134,94,131,132
0,43,41,40,38,1,158,14,12,7,118,30,96,38,130
0,43,41,41,39,0,151,14,4,7,118,30,94,131,132
1,43,41,42,40,1,141,14,4,7,118,30,7,133,134
0,44,42,41,39,0,172,6,4,113,135,60,94,131,132
0,44,42,42,40,1,162,6,4,113,135,60,7,133,134
1,44,42,43,41,1,21,6,14,113,135,60,7,118,30
0,45,43,42,40,0,175,17,4,30,31,136,7,133,134
0,45,43,43,41,0,34,17,14,30,31,136,7,118,30
1,45,43,44,42,0,13,17,6,30,31,136,113,135,60
0,46,44,43,41,1,44,1,14,137,0,0,7,118,30
0,46,44,44,42,1,23,1,6,137,0,0,113,135,60
1,46,44,45,43,0,10,1,17,137,0,0,30,31,136
0,47,45,44,42,1,32,5,6,138,60,139,113,135,60
1,47,45,45,43,0,19,5,17,138,60,139,30,31,136
0,47,45,46,44,1,9,5,1,138,60,139,137,0,0
0,48,46,45,43,0,82,30,17,7,10,94,30,31,136
0,48,46,46,44,1,72,30,1,7,10,94,137,0,0
1,48,46,47,45,1,63,30,5,7,10,94,138,60,139
0,49,47,46,44,1,90,1,1,140,0,0,137,0,0
0,49,47,47,45,1,81,1,5,140,0,0,138,60,139
1,49,47,48,46,1,18,1,30,140,0,0,7,10,94
0,50,48,47,45,0,100,1,5,17,0,0,138,60,139
1,50,48,48,46,0,37,1,30,17,0,0,7,10,94
0,50,48,49,47,0,19,1,1,17,0,0,140,0,0
0,51,49,48,46,0,49,9,30,30,31,111,7,10,94
0,51,49,49,47,0,31,9,1,30,31,111,140,0,0
1,51,49,50,48,1,12,9,1,30,31,111,17,0,0
0,52,49,49,47,0,31,1,1,127,0,0,140,0,0
0,52,49,50,48,1,12,1,1,127,0,0,17,0,0
1,52,49,51,49,1,0,1,9,127,0,0,30,31,111
0,53,50,50,48,0,28,3,1,7,85,30,17,0,0
0,53,50,51,49,0,16,3,9,7,85,30,30,31,111
1,53,50,52,49,0,16,3,1,7,85,30,127,0,0
1,54,51,51,49,1,18,11,9,39,31,141,30,31,111
0,54,51,52,49,1,18,11,1,39,31,141,127,0,0
0,54,51,53,50,0,2,11,3,39,31,141,7,85,30
0,55,52,52,49,0,45,10,1,39,142,98,127,0,0
0,55,52,53,50,1,29,10,3,39,142,98,7,85,30
1,55,52,54,51,0,27,10,11,39,142,98,39,31,141
0,56,53,53,50,1,61,23,3,40,143,7,7,85,30
0,56,53,54,51,0,59,23,11,40,143,7,39,31,141
1,56,53,55,52,1,32,23,10,40,143,7,39,142,98
0,57,54,54,51,1,69,3,11,144,54,145,39,31,141
0,57,54,55,52,0,42,3,10,144,54,145,39,142,98
1,57,54,56,53,0,10,3,23,144,54,145,40,143,7
0,58,55,55,52,1,142,6,10,30,146,147,39,142,98
0,58,55,56,53,1,110,6,23,30,146,147,40,143,7
1,58,55,57,54,0,100,6,3,30,146,147,144,54,145
0,59,56,56,53,0,123,8,23,7,45,39,40,143,7
0,59,56,57,54,1,113,8,3,7,45,39,144,54,145
1,59,56,58,55,0,13,8,6,7,45,39,30,146,147
0,60,57,57,54,1,128,4,3,7,148,39,144,54,145
0,60,57,58,55,0,28,4,6,7,148,39,30,146,147
1,60,57,59,56,1,15,4,8,7,148,39,7,45,39
0,61,58,58,55,0,41,9,6,100,149,73,30,146,147
0,61,58,59,56,1,28,9,8,100,149,73,7,45,39
1,61,58,60,57,1,13,9,4,100,149,73,7,148,39
0,62,59,59,56,0,41,8,8,150,15,10,7,45,39
0,62,59,60,57,0,26,8,4,150,15,10,7,148,39
1,62,59,61,58,0,13,8,9,150,15,10,100,149,73
0,63,60,60,57,1,73,3,4,144,54,151,7,148,39
0,63,60,61,58,1,60,3,9,144,54,151,100,149,73
1,63,60,62,59,0,47,3,8,144,54,151,150,15,10
0,64,61,61,58,0,64,18,9,152,44,39,100,149,73
0,64,61,62,59,1,51,18,8,152,44,39,150,15,10
1,64,61,63,60,0,4,18,3,152,44,39,144,54,151
0,65,62,62,59,0,54,4,8,153,132,154,150,15,10
1,65,62,63,60,1,7,4,3,153,132,154,144,54,151
0,65,62,64,61,0,3,4,18,153,132,154,152,44,39
0,66,63,63,60,1,30,18,3,39,38,15,144,54,151
1,66,63,64,61,0,26,18,18,39,38,15,152,44,39
0,66,63,65,62,1,23,18,4,39,38,15,153,132,154
0,67,64,64,61,0,33,6,18,155,156,38,152,44,39
0,67,64,65,62,1,30,6,4,155,156,38,153,132,154
1,67,64,66,63,1,7,6,18,155,156,38,39,38,15
0,68,65,65,62,0,61,1,4,157,0,0,153,132,154
0,68,65,66,63,0,38,1,18,157,0,0,39,38,15
1,68,65,67,64,0,31,1,6,157,0,0,155,156,38
0,69,66,66,63,0,105,10,18,119,131,158,39,38,15
0,69,66,67,64,0,98,10,6,119,131,158,155,156,38
0,69,66,68,65,1,67,10,1,119,131,158,157,0,0
0,70,66,67,64,0,98,10,6,159,10,46,155,156,38
0,70,66,68,65,1,67,10,1,159,10,46,157,0,0
1,70,66,69,66,1,0,10,10,159,10,46,119,131,158
1,71,67,68,65,0,85,9,1,24,60,160,157,0,0
0,71,67,69,66,0,18,9,10,24,60,160,119,131,158
0,71,67,70,66,0,18,9,10,24,60,160,159,10,46
0,72,68,69,66,0,25,7,10,24,60,161,119,131,158
0,72,68,70,66,0,25,7,10,24,60,161,159,10,46
1,72,68,71,67,1,7,7,9,24,60,161,24,60,160
0,73,69,70,66,1,78,10,10,13,30,107,159,10,46
0,73,69,71,67,0,60,10,9,13,30,107,24,60,160
1,73,69,72,68,0,53,10,7,13,30,107,24,60,161
0,74,70,71,67,0,134,15,9,7,57,7,24,60,160
0,74,70,72,68,0,127,15,7,7,57,7,24,60,161
1,74,70,73,69,1,74,15,10,7,57,7,13,30,107
0,75,70,72,68,0,127,6,7,121,162,119,24,60,161
0,75,70,73,69,1,74,6,10,121,162,119,13,30,107
1,75,70,74,70,1,0,6,15,121,162,119,7,57,7
0,76,71,73,69,0,95,13,10,40,163,38,13,30,107
0,76,71,74,70,0,21,13,15,40,163,38,7,57,7
1,76,71,75,70,0,21,13,6,40,163,38,121,162,119
0,77,72,74,70,1,39,17,15,7,164,165,7,57,7
1,77,72,75,70,1,39,17,6,7,164,165,121,162,119
0,77,72,76,71,0,18,17,13,7,164,165,40,163,38
0,78,73,75,70,1,65,7,6,166,167,86,121,162,119
0,78,73,76,71,0,44,7,13,166,167,86,40,163,38
1,78,73,77,72,1,26,7,17,166,167,86,7,164,165
1,79,74,76,71,0,76,16,13,7,10,46,40,163,38
0,79,74,77,72,1,58,16,17,7,10,46,7,164,165
0,79,74,78,73,1,32,16,7,7,10,46,166,167,86
0,80,75,77,72,0,135,1,17,127,0,0,7,164,165
0,80,75,78,73,0,109,1,7,127,0,0,166,167,86
1,80,75,79,74,0,77,1,16,127,0,0,7,10,46
0,81,76,78,73,0,115,9,7,7,10,46,166,167,86
1,81,76,79,74,0,83,9,16,7,10,46,7,10,46
0,81,76,80,75,1,6,9,1,7,10,46,127,0,0
0,82,77,79,74,0,122,8,16,7,8,168,7,10,46
0,82,77,80,75,1,45,8,1,7,8,168,127,0,0
1,82,77,81,76,1,39,8,9,7,8,168,7,10,46
0,83,77,80,75,1,45,10,1,7,20,169,127,0,0
0,83,77,81,76,1,39,10,9,7,20,169,7,10,46
1,83,77,82,77,1,0,10,8,7,20,169,7,8,168
0,84,77,81,76,1,39,16,9,7,57,7,7,10,46
0,84,77,82,77,1,0,16,8,7,57,7,7,8,168
1,84,77,83,77,1,0,16,10,7,57,7,7,20,169
0,85,78,82,77,0,6,10,8,39,31,170,7,8,168
0,85,78,83,77,0,6,10,10,39,31,170,7,20,169
1,85,78,84,77,0,6,10,16,39,31,170,7,57,7
0,86,79,83,77,1,16,21,10,1,110,171,7,20,169
1,86,79,84,77,1,16,21,16,1,110,171,7,57,7
0,86,79,85,78,0,10,21,10,1,110,171,39,31,170
0,87,80,84,77,1,29,2,16,129,70,0,7,57,7
1,87,80,85,78,0,23,2,10,129,70,0,39,31,170
0,87,80,86,79,1,13,2,21,129,70,0,1,110,171
0,88,81,85,78,0,27,11,10,172,11,103,39,31,170
0,88,81,86,79,1,17,11,21,172,11,103,1,110,171
1,88,81,87,80,1,4,11,2,172,11,103,129,70,0
0,89,82,86,79,0,43,3,21,173,174,70,1,110,171
0,89,82,87,80,0,30,3,2,173,174,70,129,70,0
1,89,82,88,81,0,26,3,11,173,174,70,172,11,103
0,90,82,87,80,0,30,1,2,175,0,0,129,70,0
0,90,82,88,81,0,26,1,11,175,0,0,172,11,103
1,90,82,89,82,1,0,1,3,175,0,0,173,174,70
0,91,83,88,81,0,42,4,11,176,73,40,172,11,103
